Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source,AgeStartedWorking
27,Current employee,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1,Male,3,1,Research Scientist,4,Married,2713,1,No,11,3,3,1,5,2,1,5,2,0,2,GlassDoor,22
27,Current employee,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1,Male,3,1,Research Scientist,4,Married,2713,2,No,11,3,3,1,5,2,1,5,2,0,2,GlassDoor,22
28,Current employee,Travel_Rarely,Research & Development,21,Bachelor,Other,3,Male,3,1,Research Scientist,4,Married,2713,3,No,11,3,3,1,5,2,1,5,2,0,2,GlassDoor,23
27,Current employee,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1,Male,3,1,Research Scientist,4,Married,2713,1,No,11,3,3,1,5,2,1,5,2,0,2,Recruit.net,22
27,Current employee,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1,Male,3,1,Research Scientist,4,Married,2713,2,No,11,3,3,1,5,2,1,5,2,0,2,GlassDoor,22
28,Current employee,Travel_Rarely,Research & Development,21,Bachelor,Medical,3,Male,3,1,Research Scientist,4,Married,2713,1,No,11,3,3,1,5,2,1,5,2,0,2,Company Website,23
28,Current employee,Travel_Rarely,Research & Development,21,Bachelor,Other,3,Male,3,1,Research Scientist,4,Married,2713,3,No,11,3,3,1,5,2,1,5,2,0,2,GlassDoor,23
28,Current employee,Travel_Rarely,Research & Development,21,Bachelor,Medical,3,Male,3,1,Research Scientist,4,Married,2713,1,No,11,3,3,1,5,2,1,5,2,0,2,GlassDoor,23
27,Current employee,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1,Male,3,1,Research Scientist,4,Married,2713,2,No,11,3,3,1,5,2,1,5,2,0,2,GlassDoor,22
28,Current employee,Travel_Rarely,Research & Development,21,Bachelor,Other,3,Male,3,1,Research Scientist,4,Married,2713,3,No,11,3,3,1,5,2,1,5,2,0,2,GlassDoor,23
27,Current employee,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1,Male,3,1,Research Scientist,4,Married,2713,1,No,11,3,3,1,5,2,1,5,2,0,2,Recruit.net,22
27,Current employee,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1,Male,3,1,Research Scientist,4,Married,2713,2,No,11,3,3,1,5,2,1,5,2,0,2,GlassDoor,22
28,Current employee,Travel_Rarely,Research & Development,21,Bachelor,Medical,3,Male,3,1,Research Scientist,4,Married,2713,1,No,11,3,3,1,5,2,1,5,2,0,2,Company Website,23
28,Current employee,Travel_Rarely,Research & Development,21,Bachelor,Other,3,Male,3,1,Research Scientist,4,Married,2713,3,No,11,3,3,1,5,2,1,5,2,0,2,GlassDoor,23
57,Current employee,Travel_Rarely,Research & Development,24,College,Life Sciences,3,Male,4,3,Healthcare Representative,4,Divorced,9439,3,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,45
31,Current employee,Travel_Frequently,Research & Development,7,College,Life Sciences,1,Male,4,3,Healthcare Representative,4,Divorced,9439,3,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,19
31,Current employee,Travel_Frequently,Research & Development,7,College,Marketing,1,Male,4,3,Healthcare Representative,4,Divorced,9439,0,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,19
57,Current employee,Travel_Rarely,Research & Development,24,College,Other,3,Male,4,3,Healthcare Representative,4,Divorced,9439,0,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,45
31,Current employee,Travel_Frequently,Research & Development,7,College,Life Sciences,1,Male,4,3,Healthcare Representative,4,Divorced,9439,3,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,19
31,Current employee,Travel_Frequently,Research & Development,7,College,Marketing,1,Male,4,3,Healthcare Representative,4,Divorced,9439,0,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,19
57,Current employee,Travel_Rarely,Research & Development,24,College,Life Sciences,3,Male,4,3,Healthcare Representative,4,Divorced,9439,3,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,45
57,Current employee,Travel_Rarely,Research & Development,24,College,Other,3,Male,4,3,Healthcare Representative,4,Divorced,9439,0,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,45
57,Current employee,Travel_Rarely,Research & Development,24,College,Life Sciences,3,Male,4,3,Healthcare Representative,4,Divorced,9439,3,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,45
31,Current employee,Travel_Frequently,Research & Development,7,College,Life Sciences,1,Male,4,3,Healthcare Representative,4,Divorced,9439,3,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,19
31,Current employee,Travel_Frequently,Research & Development,7,College,Marketing,1,Male,4,3,Healthcare Representative,4,Divorced,9439,0,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,19
57,Current employee,Travel_Rarely,Research & Development,24,College,Other,3,Male,4,3,Healthcare Representative,4,Divorced,9439,0,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,45
31,Current employee,Travel_Frequently,Research & Development,7,College,Life Sciences,1,Male,4,3,Healthcare Representative,4,Divorced,9439,3,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,19
31,Current employee,Travel_Frequently,Research & Development,7,College,Marketing,1,Male,4,3,Healthcare Representative,4,Divorced,9439,0,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,19
57,Current employee,Travel_Rarely,Research & Development,24,College,Life Sciences,3,Male,4,3,Healthcare Representative,4,Divorced,9439,3,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,45
57,Current employee,Travel_Rarely,Research & Development,24,College,Other,3,Male,4,3,Healthcare Representative,4,Divorced,9439,0,Yes,16,3,2,1,12,2,1,5,3,1,4,Company Website,45
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Medical,3,Male,2,1,Research Scientist,3,Divorced,2566,1,Yes,15,3,4,1,1,2,2,1,1,0,1,Indeed,26
47,Current employee,Travel_Rarely,Research & Development,5,Doctor,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,2566,1,Yes,15,3,4,1,1,2,2,1,1,0,1,Indeed,46
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,2566,2,Yes,15,4,4,1,1,2,2,1,1,0,1,Indeed,26
47,Current employee,Travel_Rarely,Research & Development,5,Doctor,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,2566,3,Yes,15,3,4,1,1,2,2,1,1,0,1,Indeed,46
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Medical,3,Male,2,1,Research Scientist,3,Divorced,2566,1,Yes,15,3,4,1,1,2,2,1,1,0,1,Seek,26
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,2566,2,Yes,15,3,4,1,1,2,2,1,1,0,1,Indeed,26
47,Current employee,Travel_Rarely,Research & Development,5,Doctor,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,2566,1,Yes,15,3,4,1,1,2,2,1,1,0,1,Indeed,46
47,Current employee,Travel_Rarely,Research & Development,5,Doctor,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,2566,3,Yes,15,3,4,1,1,2,2,1,1,0,1,Indeed,46
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Medical,3,Male,2,1,Research Scientist,3,Divorced,2566,1,Yes,15,3,4,1,1,2,2,1,1,0,1,Indeed,26
47,Current employee,Travel_Rarely,Research & Development,5,Doctor,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,2566,1,Yes,15,3,4,1,1,2,2,1,1,0,1,Indeed,46
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,2566,2,Yes,15,4,4,1,1,2,2,1,1,0,1,Indeed,26
47,Current employee,Travel_Rarely,Research & Development,5,Doctor,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,2566,3,Yes,15,3,4,1,1,2,2,1,1,0,1,Indeed,46
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Medical,3,Male,2,1,Research Scientist,3,Divorced,2566,1,Yes,15,3,4,1,1,2,2,1,1,0,1,Seek,26
27,Current employee,Non-Travel,Research & Development,3,Bachelor,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,2566,2,Yes,15,3,4,1,1,2,2,1,1,0,1,Indeed,26
47,Current employee,Travel_Rarely,Research & Development,5,Doctor,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,2566,1,Yes,15,3,4,1,1,2,2,1,1,0,1,Indeed,46
47,Current employee,Travel_Rarely,Research & Development,5,Doctor,Life Sciences,1,Male,2,1,Research Scientist,3,Divorced,2566,3,Yes,15,3,4,1,1,2,2,1,1,0,1,Indeed,46
50,Current employee,Travel_Rarely,Research & Development,11,Bachelor,Life Sciences,3,Female,3,5,Manager,2,Single,19926,3,No,15,3,2,0,21,5,3,5,4,4,4,Seek,29
43,Current employee,Travel_Frequently,Research & Development,10,Master,Life Sciences,1,Female,3,5,Manager,2,Single,19926,3,No,15,3,2,0,21,5,3,5,4,4,4,Seek,22
43,Current employee,Travel_Frequently,Research & Development,10,Master,Medical,1,Female,3,5,Manager,2,Single,19926,1,No,15,3,2,0,21,5,3,5,4,4,4,Seek,22
50,Current employee,Travel_Rarely,Research & Development,11,Bachelor,Medical,3,Female,3,5,Manager,2,Single,19926,1,No,15,4,2,0,21,5,3,5,4,4,4,Seek,29
43,Current employee,Travel_Frequently,Research & Development,10,Master,Life Sciences,1,Female,3,5,Manager,2,Single,19926,3,No,15,3,2,0,21,5,3,5,4,4,4,Seek,22
43,Current employee,Travel_Frequently,Research & Development,10,Master,Medical,1,Female,3,5,Manager,2,Single,19926,1,No,15,3,2,0,21,5,3,5,4,4,4,Seek,22
50,Current employee,Travel_Rarely,Research & Development,11,Bachelor,Life Sciences,3,Female,3,5,Manager,2,Single,19926,3,No,15,3,2,0,21,5,3,5,4,4,4,Seek,29
50,Current employee,Travel_Rarely,Research & Development,11,Bachelor,Medical,3,Female,3,5,Manager,2,Single,19926,1,No,15,3,2,0,21,5,3,5,4,4,4,Seek,29
50,Current employee,Travel_Rarely,Research & Development,11,Bachelor,Life Sciences,3,Female,3,5,Manager,2,Single,19926,3,No,15,3,2,0,21,5,3,5,4,4,4,Seek,29
43,Current employee,Travel_Frequently,Research & Development,10,Master,Life Sciences,1,Female,3,5,Manager,2,Single,19926,3,No,15,3,2,0,21,5,3,5,4,4,4,Seek,22
43,Current employee,Travel_Frequently,Research & Development,10,Master,Medical,1,Female,3,5,Manager,2,Single,19926,1,No,15,3,2,0,21,5,3,5,4,4,4,Seek,22
50,Current employee,Travel_Rarely,Research & Development,11,Bachelor,Medical,3,Female,3,5,Manager,2,Single,19926,1,No,15,4,2,0,21,5,3,5,4,4,4,Seek,29
43,Current employee,Travel_Frequently,Research & Development,10,Master,Life Sciences,1,Female,3,5,Manager,2,Single,19926,3,No,15,3,2,0,21,5,3,5,4,4,4,Seek,22
43,Current employee,Travel_Frequently,Research & Development,10,Master,Medical,1,Female,3,5,Manager,2,Single,19926,1,No,15,3,2,0,21,5,3,5,4,4,4,Seek,22
50,Current employee,Travel_Rarely,Research & Development,11,Bachelor,Life Sciences,3,Female,3,5,Manager,2,Single,19926,3,No,15,3,2,0,21,5,3,5,4,4,4,Seek,29
50,Current employee,Travel_Rarely,Research & Development,11,Bachelor,Medical,3,Female,3,5,Manager,2,Single,19926,1,No,15,3,2,0,21,5,3,5,4,4,4,Seek,29
41,Current employee,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2451,4,No,12,3,1,1,13,2,3,9,8,1,8,LinkedIn,28
54,Current employee,Travel_Frequently,Research & Development,20,Master,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2451,4,No,12,3,1,1,13,2,3,9,8,1,8,LinkedIn,41
41,Current employee,Travel_Rarely,Research & Development,14,Bachelor,Medical,1,Male,3,1,Research Scientist,3,Divorced,2451,3,No,12,4,1,1,13,2,3,9,8,1,8,LinkedIn,28
54,Current employee,Travel_Frequently,Research & Development,20,Master,Medical,1,Male,3,1,Research Scientist,3,Divorced,2451,3,No,12,3,1,1,13,2,3,9,8,1,8,LinkedIn,41
41,Current employee,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2451,4,No,12,3,1,1,13,2,3,9,8,1,8,LinkedIn,28
41,Current employee,Travel_Rarely,Research & Development,14,Bachelor,Medical,1,Male,3,1,Research Scientist,3,Divorced,2451,3,No,12,3,1,1,13,2,3,9,8,1,8,LinkedIn,28
54,Current employee,Travel_Frequently,Research & Development,20,Master,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2451,4,No,12,3,1,1,13,2,3,9,8,1,8,LinkedIn,41
54,Current employee,Travel_Frequently,Research & Development,20,Master,Medical,1,Male,3,1,Research Scientist,3,Divorced,2451,3,No,12,3,1,1,13,2,3,9,8,1,8,LinkedIn,41
41,Current employee,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2451,4,No,12,3,1,1,13,2,3,9,8,1,8,LinkedIn,28
54,Current employee,Travel_Frequently,Research & Development,20,Master,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2451,4,No,12,3,1,1,13,2,3,9,8,1,8,LinkedIn,41
41,Current employee,Travel_Rarely,Research & Development,14,Bachelor,Medical,1,Male,3,1,Research Scientist,3,Divorced,2451,3,No,12,4,1,1,13,2,3,9,8,1,8,LinkedIn,28
54,Current employee,Travel_Frequently,Research & Development,20,Master,Medical,1,Male,3,1,Research Scientist,3,Divorced,2451,3,No,12,3,1,1,13,2,3,9,8,1,8,LinkedIn,41
41,Current employee,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2451,4,No,12,3,1,1,13,2,3,9,8,1,8,LinkedIn,28
41,Current employee,Travel_Rarely,Research & Development,14,Bachelor,Medical,1,Male,3,1,Research Scientist,3,Divorced,2451,3,No,12,3,1,1,13,2,3,9,8,1,8,LinkedIn,28
54,Current employee,Travel_Frequently,Research & Development,20,Master,Life Sciences,1,Male,3,1,Research Scientist,3,Divorced,2451,4,No,12,3,1,1,13,2,3,9,8,1,8,LinkedIn,41
54,Current employee,Travel_Frequently,Research & Development,20,Master,Medical,1,Male,3,1,Research Scientist,3,Divorced,2451,3,No,12,3,1,1,13,2,3,9,8,1,8,LinkedIn,41
30,Current employee,Travel_Rarely,Sales,5,Bachelor,Life Sciences,2,Female,3,3,Sales Executive,4,Married,9419,2,No,12,4,3,1,12,2,3,10,9,7,4,Recruit.net,18
43,Current employee,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1,Female,3,3,Sales Executive,4,Married,9419,2,No,12,3,3,1,12,2,3,10,9,7,4,Recruit.net,31
30,Current employee,Travel_Rarely,Sales,5,Bachelor,Life Sciences,2,Female,3,3,Sales Executive,4,Married,9419,5,No,12,3,3,1,12,2,3,10,9,7,4,Recruit.net,18
43,Current employee,Travel_Rarely,Research & Development,7,Bachelor,Marketing,1,Female,3,3,Sales Executive,4,Married,9419,5,No,12,3,3,1,12,2,3,10,9,7,4,Recruit.net,31
30,Current employee,Travel_Rarely,Sales,5,Bachelor,Life Sciences,2,Female,3,3,Sales Executive,4,Married,9419,2,No,12,3,3,1,12,2,3,10,9,7,4,Recruit.net,18
30,Current employee,Travel_Rarely,Sales,5,Bachelor,Life Sciences,2,Female,3,3,Sales Executive,4,Married,9419,5,No,12,3,3,1,12,2,3,10,9,7,4,Company Website,18
43,Current employee,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1,Female,3,3,Sales Executive,4,Married,9419,2,No,12,3,3,1,12,2,3,10,9,7,4,Recruit.net,31
43,Current employee,Travel_Rarely,Research & Development,7,Bachelor,Marketing,1,Female,3,3,Sales Executive,4,Married,9419,5,No,12,3,3,1,12,2,3,10,9,7,4,Recruit.net,31
30,Current employee,Travel_Rarely,Sales,5,Bachelor,Life Sciences,2,Female,3,3,Sales Executive,4,Married,9419,2,No,12,4,3,1,12,2,3,10,9,7,4,Recruit.net,18
43,Current employee,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1,Female,3,3,Sales Executive,4,Married,9419,2,No,12,3,3,1,12,2,3,10,9,7,4,Recruit.net,31
30,Current employee,Travel_Rarely,Sales,5,Bachelor,Life Sciences,2,Female,3,3,Sales Executive,4,Married,9419,5,No,12,3,3,1,12,2,3,10,9,7,4,Recruit.net,18
43,Current employee,Travel_Rarely,Research & Development,7,Bachelor,Marketing,1,Female,3,3,Sales Executive,4,Married,9419,5,No,12,3,3,1,12,2,3,10,9,7,4,Recruit.net,31
30,Current employee,Travel_Rarely,Sales,5,Bachelor,Life Sciences,2,Female,3,3,Sales Executive,4,Married,9419,2,No,12,3,3,1,12,2,3,10,9,7,4,Recruit.net,18
30,Current employee,Travel_Rarely,Sales,5,Bachelor,Life Sciences,2,Female,3,3,Sales Executive,4,Married,9419,5,No,12,3,3,1,12,2,3,10,9,7,4,Company Website,18
43,Current employee,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1,Female,3,3,Sales Executive,4,Married,9419,2,No,12,3,3,1,12,2,3,10,9,7,4,Recruit.net,31
43,Current employee,Travel_Rarely,Research & Development,7,Bachelor,Marketing,1,Female,3,3,Sales Executive,4,Married,9419,5,No,12,3,3,1,12,2,3,10,9,7,4,Recruit.net,31
38,Current employee,Travel_Rarely,Sales,1,Master,Life Sciences,1,Female,2,2,Sales Executive,4,Single,8686,4,No,22,3,3,0,12,2,4,8,3,0,7,Seek,26
38,Current employee,Travel_Rarely,Research & Development,15,College,Life Sciences,1,Female,2,2,Sales Executive,4,Single,8686,4,No,22,3,3,0,12,2,4,8,3,0,7,Seek,26
38,Current employee,Travel_Rarely,Sales,1,Master,Human Resources,1,Female,2,2,Sales Executive,4,Single,8686,4,No,22,3,3,0,12,2,4,8,3,0,7,Seek,26
38,Current employee,Travel_Rarely,Research & Development,15,College,Medical,1,Female,2,2,Sales Executive,4,Single,8686,7,No,22,3,3,0,12,2,4,8,3,0,7,Seek,26
38,Current employee,Travel_Rarely,Sales,1,Master,Life Sciences,1,Female,2,2,Sales Executive,4,Single,8686,4,No,22,4,3,0,12,2,4,8,3,0,7,Seek,26
38,Current employee,Travel_Rarely,Research & Development,15,College,Life Sciences,1,Female,2,2,Sales Executive,4,Single,8686,4,No,22,4,3,0,12,2,4,8,3,0,7,Seek,26
38,Current employee,Travel_Rarely,Sales,1,Master,Human Resources,1,Female,2,2,Sales Executive,4,Single,8686,4,No,22,4,3,0,12,2,4,8,3,0,7,Seek,26
38,Current employee,Travel_Rarely,Research & Development,15,College,Medical,1,Female,2,2,Sales Executive,4,Single,8686,7,No,22,4,3,0,12,2,4,8,3,0,7,Seek,26
38,Current employee,Travel_Rarely,Sales,1,Master,Life Sciences,1,Female,2,2,Sales Executive,4,Single,8686,4,No,22,3,3,0,12,2,4,8,3,0,7,Seek,26
38,Current employee,Travel_Rarely,Research & Development,15,College,Life Sciences,1,Female,2,2,Sales Executive,4,Single,8686,4,No,22,3,3,0,12,2,4,8,3,0,7,Seek,26
38,Current employee,Travel_Rarely,Sales,1,Master,Human Resources,1,Female,2,2,Sales Executive,4,Single,8686,4,No,22,3,3,0,12,2,4,8,3,0,7,Seek,26
38,Current employee,Travel_Rarely,Research & Development,15,College,Medical,1,Female,2,2,Sales Executive,4,Single,8686,7,No,22,3,3,0,12,2,4,8,3,0,7,Seek,26
38,Current employee,Travel_Rarely,Sales,1,Master,Life Sciences,1,Female,3,1,Human Resources,3,Married,3600,0,No,13,3,3,0,12,2,4,8,3,0,7,Seek,26
38,Current employee,Travel_Rarely,Research & Development,15,College,Life Sciences,1,Female,2,2,Sales Executive,4,Single,8686,4,No,22,4,3,0,12,2,4,8,3,0,7,Seek,26
38,Current employee,Travel_Rarely,Sales,1,Master,Human Resources,1,Female,2,2,Sales Executive,4,Single,8686,4,No,22,4,3,0,12,2,4,8,3,0,7,Seek,26
38,Current employee,Travel_Rarely,Research & Development,15,College,Medical,1,Female,2,2,Sales Executive,4,Single,8686,7,No,22,4,3,0,12,2,4,8,3,0,7,Seek,26
32,Current employee,Travel_Rarely,Research & Development,6,Doctor,Life Sciences,3,Male,3,1,Research Scientist,3,Single,3038,3,No,20,3,1,0,8,2,3,5,4,1,4,Jora,24
23,Current employee,Travel_Rarely,Research & Development,26,Below college,Life Sciences,1,Male,3,1,Research Scientist,3,Single,3038,3,No,20,3,1,0,8,2,3,5,4,1,4,Jora,15
32,Current employee,Travel_Rarely,Research & Development,6,Doctor,Marketing,3,Male,3,1,Research Scientist,3,Single,3038,3,No,20,3,1,0,8,2,3,5,4,1,4,Jora,24
23,Current employee,Travel_Rarely,Research & Development,26,Below college,Technical Degree,1,Male,3,1,Research Scientist,3,Single,3038,4,No,20,3,1,0,8,2,3,5,4,1,4,Jora,15
23,Current employee,Travel_Rarely,Research & Development,26,Below college,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,3038,3,No,20,4,1,1,8,2,3,5,4,1,4,Jora,15
23,Current employee,Travel_Rarely,Research & Development,26,Below college,Technical Degree,1,Male,3,1,Research Scientist,3,Single,3038,4,No,20,4,1,1,8,2,3,5,4,1,4,Company Website,15
32,Current employee,Travel_Rarely,Research & Development,6,Doctor,Life Sciences,3,Male,3,1,Research Scientist,3,Single,3038,3,No,20,4,1,0,8,2,3,5,4,1,4,Jora,24
32,Current employee,Travel_Rarely,Research & Development,6,Doctor,Marketing,3,Male,3,1,Research Scientist,3,Single,3038,3,No,20,4,1,0,8,2,3,5,4,1,4,Jora,24
32,Current employee,Travel_Rarely,Research & Development,6,Doctor,Life Sciences,3,Male,3,1,Research Scientist,3,Single,3038,3,No,20,3,1,0,8,2,3,5,4,1,4,Jora,24
23,Current employee,Travel_Rarely,Research & Development,26,Below college,Life Sciences,1,Male,3,1,Research Scientist,3,Single,3038,3,No,20,3,1,0,8,2,3,5,4,1,4,Jora,15
32,Current employee,Travel_Rarely,Research & Development,6,Doctor,Marketing,3,Male,3,1,Research Scientist,3,Single,3038,3,No,20,3,1,0,8,2,3,5,4,1,4,Jora,24
23,Current employee,Travel_Rarely,Research & Development,26,Below college,Technical Degree,1,Male,3,1,Research Scientist,3,Single,3038,4,No,20,3,1,0,8,2,3,5,4,1,4,Jora,15
23,Current employee,Travel_Rarely,Research & Development,26,Below college,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,3038,3,No,20,4,1,1,8,2,3,5,4,1,4,Jora,15
23,Current employee,Travel_Rarely,Research & Development,26,Below college,Technical Degree,1,Male,3,1,Research Scientist,3,Single,3038,4,No,20,4,1,1,8,2,3,5,4,1,4,Company Website,15
32,Current employee,Travel_Rarely,Research & Development,6,Doctor,Life Sciences,3,Male,3,1,Research Scientist,3,Single,3038,3,No,20,4,1,0,8,2,3,5,4,1,4,Jora,24
32,Current employee,Travel_Rarely,Research & Development,6,Doctor,Marketing,3,Male,3,1,Research Scientist,3,Single,2121,1,Yes,13,3,2,0,1,3,4,1,0,0,0,Indeed,31
27,Current employee,Travel_Rarely,Research & Development,17,Bachelor,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3058,0,Yes,16,3,4,1,6,3,2,5,2,1,1,Adzuna,21
42,Current employee,Travel_Rarely,Research & Development,23,Doctor,Life Sciences,1,Male,3,1,Research Scientist,2,Married,3058,0,Yes,16,3,4,1,6,3,2,5,2,1,1,Adzuna,36
27,Current employee,Travel_Rarely,Research & Development,17,Bachelor,Medical,3,Male,3,1,Research Scientist,2,Married,3058,3,Yes,16,3,4,1,6,3,2,5,2,1,1,Adzuna,21
42,Current employee,Travel_Rarely,Research & Development,23,Doctor,Other,1,Male,3,1,Research Scientist,2,Married,3058,4,Yes,16,3,4,1,6,3,2,5,2,1,1,Adzuna,36
27,Current employee,Travel_Rarely,Research & Development,17,Bachelor,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3058,0,Yes,16,3,4,1,6,3,2,5,2,1,1,Adzuna,21
27,Current employee,Travel_Rarely,Research & Development,17,Bachelor,Medical,3,Male,3,1,Research Scientist,2,Married,3058,3,Yes,16,3,4,1,6,3,2,5,2,1,1,Company Website,21
42,Current employee,Travel_Rarely,Research & Development,23,Doctor,Life Sciences,1,Male,3,1,Research Scientist,2,Married,3058,0,Yes,16,3,4,1,6,3,2,5,2,1,1,Adzuna,36
42,Current employee,Travel_Rarely,Research & Development,23,Doctor,Other,1,Male,3,1,Research Scientist,2,Married,3058,4,Yes,16,3,4,1,6,3,2,5,2,1,1,Adzuna,36
27,Current employee,Travel_Rarely,Research & Development,17,Bachelor,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3058,0,Yes,16,3,4,1,6,3,2,5,2,1,1,Adzuna,21
42,Current employee,Travel_Rarely,Research & Development,23,Doctor,Life Sciences,1,Male,3,1,Research Scientist,2,Married,3058,0,Yes,16,3,4,1,6,3,2,5,2,1,1,Adzuna,36
27,Current employee,Travel_Rarely,Research & Development,17,Bachelor,Medical,3,Male,3,1,Research Scientist,2,Married,3058,3,Yes,16,3,4,1,6,3,2,5,2,1,1,Adzuna,21
42,Current employee,Travel_Rarely,Research & Development,23,Doctor,Other,1,Male,3,1,Research Scientist,2,Married,3058,4,Yes,16,3,4,1,6,3,2,5,2,1,1,Adzuna,36
27,Current employee,Travel_Rarely,Research & Development,17,Bachelor,Technical Degree,3,Male,3,1,Research Scientist,2,Married,3058,0,Yes,16,3,4,1,6,3,2,5,2,1,1,Adzuna,21
27,Current employee,Travel_Rarely,Research & Development,17,Bachelor,Medical,3,Male,3,1,Research Scientist,2,Married,3058,3,Yes,16,3,4,1,6,3,2,5,2,1,1,Company Website,21
42,Current employee,Travel_Rarely,Research & Development,23,Doctor,Life Sciences,1,Male,3,1,Research Scientist,2,Married,3058,0,Yes,16,3,4,1,6,3,2,5,2,1,1,Adzuna,36
42,Current employee,Travel_Rarely,Research & Development,23,Doctor,Other,1,Male,3,1,Research Scientist,2,Married,3058,4,Yes,16,3,4,1,6,3,2,5,2,1,1,Adzuna,36
19,Voluntary Resignation,Travel_Frequently,Sales,1,Below college,Technical Degree,3,Female,1,1,Sales Representative,1,Single,2325,0,No,21,4,1,0,1,5,4,0,0,0,0,Seek,18
29,Current employee,Non-Travel,Sales,2,Bachelor,Life Sciences,1,Female,1,1,Sales Representative,1,Single,2325,0,No,21,3,1,0,1,5,4,0,0,0,0,Seek,28
19,Voluntary Resignation,Travel_Frequently,Sales,1,Below college,Human Resources,3,Female,1,1,Sales Representative,1,Single,2325,8,No,21,4,1,0,1,5,4,0,0,0,0,Seek,18
29,Current employee,Non-Travel,Sales,2,Bachelor,Life Sciences,1,Female,1,1,Sales Representative,1,Single,2325,8,No,21,3,1,0,1,5,4,0,0,0,0,Seek,28
19,Voluntary Resignation,Travel_Frequently,Sales,1,Below college,Technical Degree,1,Female,1,1,Sales Representative,1,Single,2325,0,No,21,4,1,0,1,5,4,0,0,0,0,Seek,18
19,Voluntary Resignation,Travel_Frequently,Sales,1,Below college,Human Resources,2,Female,1,1,Laboratory Technician,1,Single,2325,8,No,21,4,1,0,14,6,3,14,11,2,13,Seek,5
