Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source,AgeStartedWorking
39,Current employee,Travel_Rarely,Human Resources,2,Bachelor,Life Sciences,2,Male,2,2,Sales Executive,4,Single,5828,1,Yes,12,3,2,0,8,0,3,8,7,7,4,Company Website,31
37,Current employee,Travel_Frequently,Research & Development,9,Bachelor,Medical,2,Male,3,1,Research Scientist,4,Married,2326,1,Yes,12,3,3,3,4,3,2,4,2,1,2,Company Website,33
32,Voluntary Resignation,Travel_Rarely,Research & Development,25,Master,Life Sciences,2,Male,3,1,Research Scientist,4,Married,2326,1,Yes,12,3,3,3,4,3,2,4,2,1,2,Company Website,28
37,Current employee,Travel_Frequently,Research & Development,9,Bachelor,Medical,2,Male,3,2,Sales Executive,4,Single,4908,1,No,14,3,3,0,1,4,1,1,0,0,0,Company Website,36
42,Current employee,Travel_Frequently,Sales,26,Bachelor,Marketing,3,Female,3,4,Sales Executive,2,Married,13525,5,No,14,3,4,1,23,2,4,20,4,4,8,Company Website,19
44,Current employee,Travel_Rarely,Research & Development,9,College,Life Sciences,2,Female,3,4,Sales Executive,2,Married,13525,5,No,14,3,4,1,23,2,4,20,4,4,8,Company Website,21
18,Voluntary Resignation,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,3,Male,3,1,Laboratory Technician,3,Single,1420,1,No,13,3,3,0,0,2,3,0,0,0,0,Adzuna,18
58,Voluntary Resignation,Travel_Frequently,Research & Development,2,Below college,Life Sciences,2,Male,3,1,Laboratory Technician,3,Single,1420,1,No,13,3,3,0,0,2,3,0,0,0,0,Adzuna,58
35,Current employee,Travel_Rarely,Sales,16,Bachelor,Marketing,3,Male,3,3,Sales Executive,2,Married,8020,0,No,15,3,3,2,12,3,2,11,9,6,9,GlassDoor,23
43,Current employee,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,2,Male,3,3,Sales Executive,2,Married,8020,0,No,15,3,3,2,12,3,2,11,9,6,9,GlassDoor,31
36,Current employee,Travel_Frequently,Research & Development,18,Master,Life Sciences,3,Male,4,1,Laboratory Technician,4,Married,3688,4,No,18,4,4,2,4,2,3,1,0,0,0,Company Website,32
36,Current employee,Travel_Rarely,Research & Development,14,Below college,Life Sciences,2,Male,4,1,Laboratory Technician,4,Married,3688,4,No,18,3,4,2,4,2,3,1,0,0,0,Company Website,32
51,Current employee,Travel_Rarely,Research & Development,2,Bachelor,Medical,4,Male,1,2,Manufacturing Director,2,Divorced,5482,5,No,18,3,4,1,13,3,3,4,1,1,2,Indeed,38
47,Current employee,Travel_Rarely,Sales,2,Master,Life Sciences,2,Male,1,2,Manufacturing Director,2,Divorced,5482,5,No,18,3,4,1,13,3,3,4,1,1,2,Indeed,34
41,Current employee,Travel_Rarely,Sales,2,Master,Life Sciences,4,Male,3,4,Manager,2,Single,16015,1,No,19,3,2,0,22,2,3,22,10,0,4,Jora,19
22,Voluntary Resignation,Travel_Rarely,Research & Development,3,Below college,Life Sciences,2,Male,3,4,Manager,2,Single,16015,1,No,19,3,2,0,22,2,3,22,10,0,4,Jora,0
18,Current employee,Travel_Rarely,Sales,10,Bachelor,Medical,4,Female,2,1,Sales Representative,3,Single,1200,1,No,12,3,1,0,0,2,3,0,0,0,0,LinkedIn,18
41,Voluntary Resignation,Travel_Rarely,Research & Development,2,Master,Life Sciences,2,Female,2,1,Sales Representative,3,Single,1200,1,No,12,3,1,0,0,2,3,0,0,0,0,LinkedIn,41
28,Current employee,Travel_Rarely,Research & Development,16,College,Medical,2,Male,4,2,Healthcare Representative,1,Single,5661,0,No,19,3,3,0,9,2,3,8,3,0,7,Recruit.net,19
27,Current employee,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,2,Male,4,2,Healthcare Representative,1,Single,5661,0,No,19,3,3,0,9,2,3,8,3,0,7,Recruit.net,18
31,Current employee,Travel_Rarely,Sales,7,Bachelor,Technical Degree,2,Male,4,2,Sales Executive,4,Married,6929,4,No,11,3,2,1,10,3,2,8,7,7,7,Seek,21
34,Current employee,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,2,Male,4,2,Sales Executive,4,Married,6929,4,No,11,3,2,1,10,3,2,8,7,7,7,Seek,24
39,Current employee,Travel_Rarely,Research & Development,1,Bachelor,Medical,3,Male,4,3,Healthcare Representative,4,Divorced,9613,0,No,17,3,1,3,19,5,2,18,10,3,7,Jora,20
31,Current employee,Travel_Rarely,Sales,7,Master,Life Sciences,2,Male,4,3,Healthcare Representative,4,Divorced,9613,0,No,17,3,1,3,19,5,2,18,10,3,7,Jora,12
36,Current employee,Non-Travel,Research & Development,24,Master,Life Sciences,2,Female,3,2,Laboratory Technician,2,Married,5674,7,No,15,3,3,1,11,3,3,9,8,0,8,LinkedIn,25
35,Current employee,Travel_Rarely,Research & Development,21,Below college,Life Sciences,2,Female,3,2,Laboratory Technician,2,Married,5674,7,No,15,3,3,1,11,3,3,9,8,0,8,LinkedIn,24
32,Current employee,Travel_Rarely,Sales,7,Bachelor,Life Sciences,4,Male,2,2,Sales Executive,3,Married,5484,1,No,14,3,3,1,13,3,2,13,8,4,8,Recruit.net,19
32,Current employee,Non-Travel,Research & Development,1,Bachelor,Life Sciences,2,Male,2,2,Sales Executive,3,Married,5484,1,No,14,3,3,1,13,3,2,13,8,4,8,Recruit.net,19
38,Current employee,Travel_Rarely,Research & Development,25,College,Life Sciences,1,Female,2,3,Research Director,2,Married,12061,3,No,17,3,3,1,19,2,3,10,8,0,1,Seek,19
36,Voluntary Resignation,Travel_Rarely,Sales,3,Below college,Life Sciences,2,Female,2,3,Research Director,2,Married,12061,3,No,17,3,3,1,19,2,3,10,8,0,1,Seek,17
58,Current employee,Non-Travel,Research & Development,1,Master,Life Sciences,4,Male,1,2,Healthcare Representative,3,Divorced,5660,2,Yes,13,3,4,1,12,2,3,5,3,1,2,Jora,46
33,Current employee,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,2,Male,1,2,Healthcare Representative,3,Divorced,5660,2,Yes,13,3,4,1,12,2,3,5,3,1,2,Jora,21
31,Current employee,Travel_Rarely,Research & Development,5,Master,Technical Degree,3,Male,3,1,Research Scientist,4,Married,4821,0,Yes,12,3,3,1,6,4,3,5,2,0,3,LinkedIn,25
37,Voluntary Resignation,Travel_Rarely,Sales,1,Master,Life Sciences,2,Male,3,1,Research Scientist,4,Married,4821,0,Yes,12,3,3,1,6,4,3,5,2,0,3,LinkedIn,31
31,Current employee,Travel_Rarely,Human Resources,2,Bachelor,Human Resources,1,Male,2,2,Human Resources,1,Married,6410,3,No,12,3,4,0,9,1,3,2,2,1,0,Recruit.net,22
45,Current employee,Non-Travel,Research & Development,4,College,Life Sciences,2,Male,2,2,Human Resources,1,Married,6410,3,No,12,4,4,0,9,1,3,2,2,1,0,Recruit.net,36
45,Current employee,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,1,Male,3,3,Laboratory Technician,1,Divorced,5210,1,No,18,3,1,1,24,2,3,24,9,9,11,Company Website,21
52,Current employee,Travel_Rarely,Research & Development,1,College,Life Sciences,2,Male,3,3,Laboratory Technician,1,Divorced,5210,1,No,18,3,1,1,24,2,3,24,9,9,11,Company Website,28
31,Current employee,Travel_Rarely,Research & Development,2,Master,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,2695,0,Yes,18,3,2,1,3,2,1,2,2,2,2,Company Website,28
35,Current employee,Travel_Rarely,Sales,3,Master,Life Sciences,2,Male,3,1,Research Scientist,4,Divorced,2695,0,Yes,18,3,2,1,3,2,1,2,2,2,2,Company Website,32
33,Current employee,Travel_Frequently,Research & Development,5,Master,Life Sciences,4,Female,3,3,Manager,2,Married,11878,6,No,11,3,2,2,12,2,3,10,6,8,8,Company Website,21
39,Current employee,Travel_Rarely,Sales,2,Doctor,Life Sciences,2,Female,3,3,Manager,2,Married,11878,6,No,11,3,2,2,12,2,3,10,6,8,8,Company Website,27
39,Current employee,Travel_Rarely,Research & Development,10,Below college,Medical,3,Male,3,4,Manager,1,Married,17068,1,Yes,14,3,4,0,21,3,3,21,9,11,10,Recruit.net,18
40,Voluntary Resignation,Non-Travel,Sales,24,Bachelor,Life Sciences,2,Male,3,4,Manager,1,Married,17068,1,Yes,14,4,4,0,21,3,3,21,9,11,10,Recruit.net,19
43,Current employee,Travel_Frequently,Research & Development,10,Master,Life Sciences,3,Female,3,1,Laboratory Technician,4,Single,2455,0,No,19,4,1,0,9,5,3,8,7,1,7,Seek,34
33,Current employee,Non-Travel,Sales,17,Bachelor,Life Sciences,2,Female,3,1,Laboratory Technician,4,Single,2455,0,No,19,3,1,0,9,5,3,8,7,1,7,Seek,24
49,Current employee,Travel_Rarely,Research & Development,1,College,Technical Degree,3,Female,2,4,Healthcare Representative,3,Single,13964,7,Yes,12,3,4,0,25,2,3,7,1,0,7,Company Website,24
29,Voluntary Resignation,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,2,Female,2,4,Healthcare Representative,3,Single,13964,7,Yes,12,4,4,0,25,2,3,7,1,0,7,Company Website,4
52,Voluntary Resignation,Travel_Rarely,Research & Development,8,Master,Medical,3,Male,2,2,Research Scientist,2,Married,4941,2,No,15,3,1,0,11,3,2,8,2,7,7,Indeed,41
33,Current employee,Travel_Rarely,Research & Development,13,Below college,Life Sciences,2,Male,2,2,Research Scientist,2,Married,4941,2,No,15,3,1,0,11,3,2,8,2,7,7,Indeed,22
27,Current employee,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,3,Female,3,1,Research Scientist,2,Single,2478,1,Yes,12,3,2,0,4,2,2,4,3,1,2,Adzuna,23
45,Current employee,Non-Travel,Research & Development,23,College,Life Sciences,2,Female,3,1,Research Scientist,2,Single,2478,1,Yes,12,4,2,0,4,2,2,4,3,1,2,Adzuna,41
32,Current employee,Travel_Rarely,Sales,8,College,Technical Degree,3,Female,2,2,Sales Executive,2,Married,5228,1,Yes,11,4,4,0,13,2,3,13,12,11,9,GlassDoor,19
47,Current employee,Travel_Rarely,Sales,4,College,Life Sciences,2,Female,2,2,Sales Executive,2,Married,5228,1,Yes,11,3,4,0,13,2,3,13,12,11,9,GlassDoor,34
27,Current employee,Travel_Rarely,Sales,2,Bachelor,Life Sciences,4,Male,3,2,Sales Executive,3,Single,4478,1,Yes,11,3,1,0,5,3,3,5,4,0,4,Company Website,22
30,Voluntary Resignation,Travel_Rarely,Research & Development,22,Bachelor,Life Sciences,2,Male,3,2,Sales Executive,3,Single,4478,1,Yes,11,3,1,0,5,3,3,5,4,0,4,Company Website,25
31,Current employee,Travel_Rarely,Sales,7,Bachelor,Marketing,4,Male,3,2,Sales Executive,4,Divorced,7547,4,No,12,3,4,3,13,3,3,7,7,1,7,Referral,18
50,Current employee,Travel_Rarely,Research & Development,24,Bachelor,Life Sciences,2,Male,3,2,Sales Executive,4,Divorced,7547,4,No,12,3,4,3,13,3,3,7,7,1,7,Referral,37
32,Current employee,Travel_Rarely,Research & Development,2,Master,Medical,1,Female,4,2,Research Scientist,4,Single,5055,7,No,16,3,3,0,10,0,2,7,7,0,7,Jora,22
31,Current employee,Travel_Frequently,Research & Development,1,Below college,Life Sciences,2,Female,4,2,Research Scientist,4,Single,5055,7,No,16,3,3,0,10,0,2,7,7,0,7,Jora,21
28,Voluntary Resignation,Travel_Rarely,Research & Development,2,Master,Medical,1,Male,1,1,Research Scientist,4,Married,3464,5,Yes,13,3,4,0,5,4,2,3,2,2,2,LinkedIn,23
18,Current employee,Non-Travel,Research & Development,5,College,Life Sciences,2,Male,1,1,Research Scientist,4,Married,3464,5,Yes,13,3,4,0,5,4,2,3,2,2,2,LinkedIn,13
30,Current employee,Travel_Rarely,Research & Development,28,College,Medical,4,Female,3,2,Research Scientist,4,Married,5775,1,No,13,3,4,2,11,2,3,10,8,1,9,Recruit.net,19
30,Current employee,Travel_Rarely,Research & Development,8,College,Life Sciences,2,Female,3,2,Research Scientist,4,Married,5775,1,No,13,3,4,2,11,2,3,10,8,1,9,Recruit.net,19
31,Current employee,Travel_Frequently,Research & Development,7,College,Life Sciences,3,Female,2,3,Manufacturing Director,3,Married,8943,1,No,24,3,1,1,10,2,3,10,9,8,9,Seek,21
22,Current employee,Travel_Rarely,Research & Development,8,Below college,Life Sciences,2,Female,2,3,Manufacturing Director,3,Married,8943,1,No,24,3,1,1,10,2,3,10,9,8,9,Seek,12
39,Current employee,Travel_Frequently,Research & Development,7,College,Medical,3,Male,2,5,Manager,4,Married,19272,1,No,15,3,1,1,21,2,3,21,9,13,3,Jora,18
48,Current employee,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,2,Male,2,5,Manager,4,Married,19272,1,No,15,4,1,1,21,2,3,21,9,13,3,Jora,27
39,Voluntary Resignation,Travel_Rarely,Sales,3,College,Medical,4,Female,3,2,Sales Executive,3,Married,5238,4,Yes,18,3,1,0,12,3,2,1,0,0,0,LinkedIn,27
48,Current employee,Travel_Rarely,Research & Development,4,Master,Life Sciences,2,Female,3,2,Sales Executive,3,Married,5238,4,Yes,18,3,1,0,12,3,2,1,0,0,0,LinkedIn,36
33,Current employee,Travel_Frequently,Sales,10,Bachelor,Marketing,2,Male,2,2,Sales Executive,4,Single,4682,3,No,14,4,3,0,9,6,2,7,7,0,1,Recruit.net,24
39,Current employee,Travel_Rarely,Research & Development,1,Below college,Life Sciences,2,Male,2,2,Sales Executive,4,Single,4682,3,No,14,4,3,0,9,6,2,7,7,0,1,Recruit.net,30
47,Current employee,Travel_Rarely,Research & Development,5,Doctor,Life Sciences,4,Male,3,5,Research Director,3,Married,18300,4,No,11,3,2,1,21,2,3,3,2,1,1,Seek,26
27,Current employee,Travel_Rarely,Research & Development,2,Master,Life Sciences,2,Male,3,5,Research Director,3,Married,18300,4,No,11,3,2,1,21,2,3,3,2,1,1,Seek,6
43,Current employee,Travel_Frequently,Research & Development,10,Master,Life Sciences,3,Female,2,2,Laboratory Technician,3,Divorced,5257,1,No,11,3,2,1,9,3,4,9,7,0,0,Jora,34
50,Current employee,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,2,Female,2,2,Laboratory Technician,3,Divorced,5257,1,No,11,4,2,1,9,3,4,9,7,0,0,Jora,41
27,Current employee,Non-Travel,Sales,1,Below college,Marketing,3,Male,3,2,Sales Executive,2,Married,6349,0,Yes,13,3,4,1,6,0,3,5,4,1,4,Company Website,21
59,Current employee,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,2,Male,3,2,Sales Executive,2,Married,6349,0,Yes,13,4,4,1,6,0,3,5,4,1,4,Company Website,53
59,Current employee,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,2,Male,3,2,Sales Executive,2,Married,6349,4,Yes,13,3,4,1,0,5,4,0,0,0,0,Company Website,59
54,Current employee,Travel_Frequently,Research & Development,20,Master,Life Sciences,4,Female,3,2,Research Scientist,3,Single,4869,3,No,12,3,4,0,20,4,2,4,3,0,3,Company Website,34
41,Current employee,Non-Travel,Research & Development,7,Below college,Life Sciences,2,Female,3,2,Research Scientist,3,Single,4869,3,No,12,3,4,0,20,4,2,4,3,0,3,Company Website,21
43,Current employee,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,3,Female,3,3,Healthcare Representative,1,Married,9985,8,No,16,3,1,1,10,1,2,1,0,0,0,Company Website,33
38,Current employee,Travel_Rarely,Sales,3,Master,Life Sciences,2,Female,3,3,Healthcare Representative,1,Married,9985,8,No,16,3,1,1,10,1,2,1,0,0,0,Company Website,28
45,Current employee,Travel_Rarely,Research & Development,8,Master,Other,4,Male,3,2,Research Scientist,4,Married,3697,9,No,14,3,1,2,12,3,3,10,9,9,8,Company Website,33
50,Current employee,Non-Travel,Sales,1,Bachelor,Life Sciences,2,Male,3,2,Research Scientist,4,Married,3697,9,No,14,3,1,2,12,3,3,10,9,9,8,Company Website,38
40,Current employee,Travel_Rarely,Sales,1,College,Medical,2,Male,1,2,Sales Executive,4,Married,7457,2,Yes,22,4,3,3,6,2,2,4,3,0,2,Seek,34
36,Voluntary Resignation,Travel_Rarely,Research & Development,16,Master,Life Sciences,2,Male,1,2,Sales Executive,4,Married,7457,2,Yes,22,3,3,3,6,2,2,4,3,0,2,Seek,30
29,Voluntary Resignation,Travel_Rarely,Research & Development,8,Master,Other,2,Male,1,1,Laboratory Technician,1,Married,2119,1,Yes,11,3,4,0,7,4,2,7,7,0,7,Recruit.net,22
33,Current employee,Non-Travel,Sales,8,Below college,Life Sciences,2,Male,1,1,Laboratory Technician,1,Married,2119,1,Yes,11,3,4,0,7,4,2,7,7,0,7,Recruit.net,26
29,Current employee,Travel_Rarely,Research & Development,9,Doctor,Other,2,Male,2,1,Laboratory Technician,4,Single,3983,0,No,17,3,3,0,4,2,3,3,2,2,2,Seek,25
45,Current employee,Travel_Rarely,Sales,11,College,Life Sciences,2,Male,2,1,Laboratory Technician,4,Single,3983,0,No,17,3,3,0,4,2,3,3,2,2,2,Seek,41
30,Current employee,Travel_Rarely,Sales,5,Bachelor,Marketing,4,Female,2,2,Sales Executive,3,Divorced,6118,1,No,13,3,3,3,10,2,3,10,9,1,2,Company Website,20
26,Voluntary Resignation,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,2,Female,2,2,Sales Executive,3,Divorced,6118,1,No,13,3,3,3,10,2,3,10,9,1,2,Company Website,16
27,Current employee,Travel_Rarely,Sales,8,Master,Marketing,2,Female,3,2,Sales Executive,2,Married,6214,1,No,18,4,1,1,8,3,3,8,7,0,7,Indeed,19
34,Current employee,Travel_Rarely,Sales,10,Master,Life Sciences,2,Female,3,2,Sales Executive,2,Married,6214,1,No,18,3,1,1,8,3,3,8,7,0,7,Indeed,26
37,Current employee,Travel_Rarely,Research & Development,5,College,Medical,4,Male,3,2,Manufacturing Director,4,Divorced,6347,7,No,16,3,3,2,8,2,2,6,2,0,4,Adzuna,29
54,Current employee,Travel_Rarely,Sales,2,Master,Life Sciences,2,Male,3,2,Manufacturing Director,4,Divorced,6347,7,No,16,3,3,2,8,2,2,6,2,0,4,Adzuna,46
38,Current employee,Travel_Rarely,Research & Development,15,College,Life Sciences,3,Male,2,3,Research Director,4,Divorced,11510,0,Yes,14,3,2,1,12,3,3,11,10,2,9,GlassDoor,26
21,Voluntary Resignation,Travel_Rarely,Research & Development,10,Bachelor,Life Sciences,2,Male,2,3,Research Director,4,Divorced,11510,0,Yes,14,3,2,1,12,3,3,11,10,2,9,GlassDoor,9
31,Current employee,Travel_Rarely,Research & Development,7,Master,Medical,3,Female,3,3,Manufacturing Director,4,Single,7143,1,Yes,14,3,3,0,11,2,2,11,9,4,10,Company Website,20
46,Current employee,Travel_Rarely,Research & Development,8,Master,Life Sciences,2,Female,3,3,Manufacturing Director,4,Single,7143,1,Yes,14,3,3,0,11,2,2,11,9,4,10,Company Website,35
29,Current employee,Travel_Rarely,Sales,10,Below college,Marketing,4,Female,2,2,Sales Executive,2,Divorced,8268,1,Yes,14,3,1,2,7,2,3,7,7,1,7,Indeed,22
51,Voluntary Resignation,Travel_Rarely,Research & Development,4,Master,Life Sciences,2,Female,2,2,Sales Executive,2,Divorced,8268,1,Yes,14,3,1,2,7,2,3,7,7,1,7,Indeed,44
35,Current employee,Travel_Rarely,Research & Development,5,Master,Technical Degree,3,Male,3,3,Manufacturing Director,2,Single,8095,0,No,13,4,4,0,17,5,3,16,6,0,13,Referral,18
38,Current employee,Travel_Rarely,Research & Development,17,Below college,Life Sciences,2,Male,3,3,Manufacturing Director,2,Single,8095,0,No,13,3,4,0,17,5,3,16,6,0,13,Referral,21
23,Current employee,Travel_Rarely,Research & Development,26,Below college,Life Sciences,3,Male,3,1,Research Scientist,4,Divorced,2904,1,No,12,3,3,2,4,2,2,4,2,0,2,LinkedIn,19
27,Current employee,Non-Travel,Research & Development,8,Doctor,Life Sciences,2,Male,3,1,Research Scientist,4,Divorced,2904,1,No,12,3,3,2,4,2,2,4,2,0,2,LinkedIn,23
41,Current employee,Travel_Rarely,Research & Development,6,Bachelor,Medical,4,Male,2,2,Manufacturing Director,2,Single,6032,6,Yes,15,3,4,0,8,3,3,5,4,1,2,Recruit.net,33
55,Current employee,Travel_Frequently,Research & Development,2,Below college,Life Sciences,2,Male,2,2,Manufacturing Director,2,Single,6032,6,Yes,15,4,4,0,8,3,3,5,4,1,2,Recruit.net,47
47,Current employee,Travel_Frequently,Sales,4,Below college,Medical,2,Male,3,2,Sales Representative,3,Single,2976,3,No,19,3,1,0,5,3,3,0,0,0,0,Seek,42
33,Current employee,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,2,Male,3,2,Sales Representative,3,Single,2976,3,No,19,3,1,0,5,3,3,0,0,0,0,Seek,28
42,Current employee,Travel_Rarely,Research & Development,23,Doctor,Life Sciences,1,Female,3,4,Research Director,4,Single,15992,2,No,14,3,2,0,16,2,3,1,0,0,0,Jora,26
28,Current employee,Travel_Rarely,Research & Development,15,College,Life Sciences,2,Female,3,4,Research Director,4,Single,15992,2,No,14,3,2,0,16,2,3,1,0,0,0,Jora,12
29,Current employee,Non-Travel,Sales,2,Bachelor,Life Sciences,4,Male,3,2,Sales Executive,3,Married,4649,1,No,14,4,1,1,4,3,2,4,3,0,2,LinkedIn,25
34,Current employee,Travel_Frequently,Research & Development,3,Below college,Life Sciences,2,Male,3,2,Sales Executive,3,Married,4649,1,No,14,3,1,1,4,3,2,4,3,0,2,LinkedIn,30
42,Current employee,Travel_Rarely,Human Resources,2,Below college,Technical Degree,3,Male,3,1,Human Resources,3,Divorced,2696,0,Yes,11,3,3,1,4,5,3,3,2,1,0,Recruit.net,38
37,Current employee,Travel_Rarely,Sales,10,Master,Life Sciences,2,Male,3,1,Human Resources,3,Divorced,2696,0,Yes,11,3,3,1,4,5,3,3,2,1,0,Recruit.net,33
32,Current employee,Travel_Rarely,Research & Development,2,Bachelor,Medical,3,Female,3,1,Laboratory Technician,2,Married,2370,1,No,13,3,3,1,8,4,3,8,0,0,7,Seek,24
33,Current employee,Travel_Frequently,Sales,7,Bachelor,Life Sciences,2,Female,3,1,Laboratory Technician,2,Married,2370,1,No,13,3,3,1,8,4,3,8,0,0,7,Seek,25
48,Current employee,Travel_Rarely,Sales,29,Below college,Medical,1,Female,3,3,Manager,3,Married,12504,3,No,21,3,2,1,15,3,1,0,0,0,0,Company Website,33
34,Current employee,Non-Travel,Research & Development,3,Master,Life Sciences,2,Female,3,3,Manager,3,Married,12504,3,No,21,3,2,1,15,3,1,0,0,0,0,Company Website,19
37,Current employee,Travel_Rarely,Research & Development,6,Bachelor,Medical,3,Male,4,2,Research Scientist,1,Divorced,5974,4,Yes,13,3,1,2,13,2,3,7,7,6,7,Company Website,24
45,Current employee,Non-Travel,Sales,9,Master,Life Sciences,2,Male,4,2,Research Scientist,1,Divorced,5974,4,Yes,13,3,1,2,13,2,3,7,7,6,7,Company Website,32
30,Current employee,Non-Travel,Sales,25,College,Technical Degree,4,Female,3,2,Sales Executive,3,Married,4736,7,Yes,12,3,2,1,4,2,4,2,2,2,2,Company Website,26
52,Current employee,Travel_Rarely,Research & Development,7,Master,Life Sciences,2,Female,3,2,Sales Executive,3,Married,4736,7,Yes,12,3,2,1,4,2,4,2,2,2,2,Company Website,48
26,Current employee,Travel_Rarely,Sales,1,Bachelor,Life Sciences,3,Male,3,2,Sales Executive,3,Married,5296,1,No,17,4,2,1,8,3,3,8,7,7,7,Seek,18
29,Current employee,Travel_Rarely,Research & Development,28,Master,Life Sciences,2,Male,3,2,Sales Executive,3,Married,5296,1,No,17,4,2,1,8,3,3,8,7,7,7,Seek,21
42,Current employee,Travel_Rarely,Research & Development,2,Master,Other,1,Male,2,2,Healthcare Representative,4,Single,6781,3,No,23,3,2,0,14,6,3,1,0,0,0,Jora,28
43,Current employee,Travel_Frequently,Research & Development,27,Bachelor,Life Sciences,2,Male,2,2,Healthcare Representative,4,Single,6781,3,No,23,3,2,0,14,6,3,1,0,0,0,Jora,29
21,Voluntary Resignation,Travel_Frequently,Sales,1,Below college,Technical Degree,1,Female,2,1,Sales Representative,2,Single,2174,1,Yes,11,3,3,0,3,3,3,3,2,1,2,LinkedIn,18
39,Voluntary Resignation,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,2,Female,2,1,Sales Representative,2,Single,2174,1,Yes,11,3,3,0,3,3,3,3,2,1,2,LinkedIn,36
36,Current employee,Non-Travel,Sales,1,Doctor,Medical,4,Female,3,2,Sales Executive,4,Single,6653,4,No,15,3,2,0,7,6,3,1,0,0,0,Recruit.net,29
39,Current employee,Non-Travel,Research & Development,9,Bachelor,Life Sciences,2,Female,3,2,Sales Executive,4,Single,6653,4,No,15,3,2,0,7,6,3,1,0,0,0,Recruit.net,32
36,Current employee,Travel_Frequently,Sales,3,Master,Medical,1,Male,2,3,Sales Executive,4,Married,9699,4,No,11,4,1,1,16,2,3,13,9,1,12,Seek,20
36,Current employee,Non-Travel,Research & Development,18,Master,Life Sciences,2,Male,2,3,Sales Executive,4,Married,9699,4,No,11,4,1,1,16,2,3,13,9,1,12,Seek,20
57,Current employee,Travel_Rarely,Research & Development,1,Master,Medical,4,Male,3,2,Healthcare Representative,3,Married,6755,2,No,11,3,3,0,15,2,3,3,2,1,2,Company Website,42
31,Current employee,Travel_Frequently,Sales,20,Bachelor,Life Sciences,2,Male,3,2,Healthcare Representative,3,Married,6755,2,No,11,3,3,0,15,2,3,3,2,1,2,Company Website,16
40,Current employee,Travel_Rarely,Research & Development,10,Master,Life Sciences,4,Female,4,1,Laboratory Technician,3,Married,2213,3,Yes,13,3,3,1,10,3,3,7,7,1,7,Indeed,30
28,Current employee,Travel_Rarely,Research & Development,2,Below college,Life Sciences,2,Female,4,1,Laboratory Technician,3,Married,2213,3,Yes,13,4,3,1,10,3,3,7,7,1,7,Indeed,18
21,Current employee,Non-Travel,Sales,9,College,Medical,1,Male,3,1,Sales Representative,4,Single,2610,1,No,24,3,3,0,3,3,2,3,2,2,2,Adzuna,18
34,Current employee,Travel_Frequently,Research & Development,2,College,Life Sciences,2,Male,3,1,Sales Representative,4,Single,2610,1,No,24,3,3,0,3,3,2,3,2,2,2,Adzuna,31
33,Voluntary Resignation,Travel_Rarely,Sales,5,Bachelor,Marketing,4,Female,3,1,Sales Representative,3,Single,2851,1,Yes,13,3,2,0,1,2,3,1,0,0,0,GlassDoor,32
29,Current employee,Travel_Frequently,Research & Development,10,Bachelor,Life Sciences,2,Female,3,1,Sales Representative,3,Single,2851,1,Yes,13,3,2,0,1,2,3,1,0,0,0,GlassDoor,28
37,Current employee,Travel_Rarely,Research & Development,10,Bachelor,Medical,3,Female,3,1,Laboratory Technician,1,Married,3452,6,No,20,3,2,1,17,3,3,5,4,0,3,Company Website,20
28,Current employee,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,2,Female,3,1,Laboratory Technician,1,Married,3452,6,No,20,3,2,1,17,3,3,5,4,0,3,Company Website,11
46,Current employee,Non-Travel,Research & Development,7,Master,Medical,3,Female,3,2,Manufacturing Director,3,Married,5258,2,No,14,3,3,0,7,2,4,1,0,0,0,Indeed,39
41,Current employee,Travel_Rarely,Research & Development,12,Master,Life Sciences,2,Female,3,2,Manufacturing Director,3,Married,5258,2,No,14,3,3,0,7,2,4,1,0,0,0,Indeed,34
41,Voluntary Resignation,Travel_Frequently,Sales,4,Bachelor,Marketing,1,Male,3,2,Sales Executive,2,Single,9355,1,No,18,3,3,0,8,5,3,8,7,7,7,Adzuna,33
