EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Employee Source,AgeStartedWorking
1583,59,0,Travel_Rarely,Human Resources,6,College,Marketing,2,Male,3,1,Human Resources,3,Married,2267,0,No,17,3,4,0,0,2,3,0,0,0,0,Jora,59
4152,50,0,Travel_Rarely,Sales,1,Master,Medical,4,Female,3,5,Manager,4,Divorced,19517,3,No,11,4,3,1,32,3,2,7,0,0,6,LinkedIn,18
4630,35,0,Non-Travel,Research & Development,3,Bachelor,Life Sciences,1,Female,3,5,Manager,4,Divorced,19517,3,No,11,3,3,1,32,3,2,7,0,0,6,LinkedIn,3
2956,33,1,Travel_Rarely,Research & Development,14,Bachelor,Medical,3,Male,3,1,Laboratory Technician,4,Married,2436,5,Yes,13,4,3,1,8,2,1,5,4,0,4,Recruit.net,25
4491,25,0,Travel_Rarely,Sales,8,Bachelor,Life Sciences,1,Male,3,1,Laboratory Technician,4,Married,2436,5,Yes,13,3,3,1,8,2,1,5,4,0,4,Recruit.net,17
4597,43,0,Travel_Rarely,Sales,16,Bachelor,Marketing,4,Female,3,4,Manager,4,Married,16064,5,Yes,22,3,3,1,22,3,3,17,13,1,9,Seek,21
6287,29,0,Travel_Frequently,Research & Development,1,Master,Life Sciences,1,Female,3,4,Manager,4,Married,16064,5,Yes,22,3,3,1,22,3,3,17,13,1,9,Seek,7
7989,33,1,Travel_Rarely,Research & Development,2,College,Life Sciences,1,Female,3,1,Laboratory Technician,1,Married,2707,7,No,20,3,1,0,13,3,4,9,7,1,7,Jora,20
4493,37,0,Travel_Rarely,Research & Development,10,College,Life Sciences,1,Female,3,1,Laboratory Technician,1,Married,2707,7,No,20,4,1,0,13,3,4,9,7,1,7,Jora,24
2370,52,0,Non-Travel,Sales,2,Master,Life Sciences,1,Male,2,5,Manager,3,Single,19068,1,Yes,18,3,4,0,33,2,4,33,7,15,12,LinkedIn,19
5996,32,0,Travel_Rarely,Sales,4,College,Life Sciences,3,Female,3,1,Sales Representative,2,Married,3931,2,No,11,4,1,1,6,5,3,4,3,1,2,Recruit.net,26
1691,38,0,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Female,3,1,Sales Representative,2,Married,3931,2,No,11,3,1,1,6,5,3,4,3,1,2,Recruit.net,32
3903,32,1,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,4,Male,2,1,Laboratory Technician,3,Single,3730,0,Yes,14,3,4,0,4,2,1,3,2,1,2,Seek,28
4909,27,0,Travel_Rarely,Research & Development,1,College,Life Sciences,1,Male,2,1,Laboratory Technician,3,Single,3730,0,Yes,14,3,4,0,4,2,1,3,2,1,2,Seek,23
3047,39,0,Travel_Rarely,Research & Development,1,Master,Medical,3,Female,3,1,Laboratory Technician,3,Divorced,2232,7,No,14,3,3,3,7,1,3,3,2,1,2,Adzuna,32
9867,32,0,Travel_Rarely,Research & Development,3,College,Life Sciences,1,Female,3,1,Laboratory Technician,3,Divorced,2232,7,No,14,3,3,3,7,1,3,3,2,1,2,Adzuna,25
8332,32,0,Non-Travel,Sales,26,Master,Marketing,3,Male,3,2,Sales Executive,4,Married,4465,0,No,18,3,1,0,4,2,3,3,2,2,2,GlassDoor,28
1199,40,0,Travel_Frequently,Sales,5,Master,Life Sciences,1,Male,3,2,Sales Executive,4,Married,4465,0,No,18,3,1,0,4,2,3,3,2,2,2,GlassDoor,36
4163,41,0,Travel_Rarely,Research & Development,19,College,Life Sciences,3,Male,3,2,Research Scientist,1,Divorced,3072,2,No,16,4,1,2,17,2,2,1,0,0,0,Company Website,24
6024,53,0,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,1,Male,3,2,Research Scientist,1,Divorced,3072,2,No,16,3,1,2,17,2,2,1,0,0,0,Company Website,36
4843,40,0,Travel_Rarely,Research & Development,24,College,Technical Degree,1,Male,3,2,Research Scientist,4,Divorced,3319,1,No,17,3,1,2,9,3,3,9,8,4,7,Company Website,31
9471,27,0,Travel_Frequently,Research & Development,10,College,Life Sciences,1,Male,3,2,Research Scientist,4,Divorced,3319,1,No,17,3,1,2,9,3,3,9,8,4,7,Company Website,18
4625,45,0,Travel_Rarely,Research & Development,1,Bachelor,Other,3,Male,4,5,Manager,4,Married,19202,0,No,11,3,3,1,25,2,3,24,0,1,7,Company Website,20
5976,28,1,Travel_Rarely,Research & Development,1,College,Life Sciences,1,Male,4,5,Manager,4,Married,19202,0,No,11,3,3,1,25,2,3,24,0,1,7,Company Website,3
4643,31,0,Travel_Frequently,Research & Development,3,Master,Medical,2,Male,3,3,Research Director,3,Divorced,13675,9,No,12,3,1,1,9,3,3,2,2,2,2,GlassDoor,22
2763,36,0,Non-Travel,Research & Development,8,Bachelor,Life Sciences,1,Male,3,3,Research Director,3,Divorced,13675,9,No,12,3,1,1,9,3,3,2,2,2,2,GlassDoor,27
8637,38,0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Female,2,1,Research Scientist,4,Married,2911,1,No,13,3,3,1,2,2,2,2,2,0,2,Company Website,36
6248,33,0,Travel_Rarely,Research & Development,5,Master,Life Sciences,3,Female,2,1,Research Scientist,4,Married,2911,3,No,13,4,3,1,2,2,2,2,2,0,2,Company Website,31
7783,34,0,Travel_Rarely,Research & Development,2,Master,Life Sciences,4,Male,2,2,Manufacturing Director,1,Married,5957,6,No,13,3,2,1,13,3,3,11,9,5,9,Indeed,21
7643,29,0,Travel_Rarely,Sales,10,Bachelor,Life Sciences,1,Male,2,2,Manufacturing Director,1,Married,5957,6,No,13,3,2,1,13,3,3,11,9,5,9,Indeed,16
8069,34,0,Travel_Rarely,Research & Development,2,Master,Life Sciences,4,Male,2,2,Manufacturing Director,1,Married,4898,0,No,12,3,4,2,5,3,3,4,2,1,2,Adzuna,29
4667,37,0,Travel_Rarely,Research & Development,1,College,Medical,3,Female,2,1,Research Scientist,1,Married,3920,2,No,14,3,1,1,17,2,2,3,1,0,2,Jora,20
2180,43,0,Travel_Frequently,Sales,15,Bachelor,Life Sciences,1,Female,2,1,Research Scientist,1,Married,3920,2,No,14,3,1,1,17,2,2,3,1,0,2,Jora,26
8982,45,0,Travel_Frequently,Research & Development,7,Master,Life Sciences,1,Male,4,2,Manufacturing Director,3,Married,6434,4,No,17,3,4,1,9,1,3,3,2,0,2,LinkedIn,36
1945,53,0,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,1,Male,4,2,Manufacturing Director,3,Married,6434,4,No,17,3,4,1,9,1,3,3,2,0,2,LinkedIn,44
7340,37,1,Travel_Frequently,Research & Development,10,Bachelor,Medical,1,Male,3,3,Manufacturing Director,3,Divorced,10048,6,No,11,4,2,2,17,5,3,1,0,0,0,Recruit.net,20
9886,35,0,Non-Travel,Research & Development,2,Master,Life Sciences,1,Male,3,3,Manufacturing Director,3,Divorced,10048,6,No,11,3,2,2,17,5,3,1,0,0,0,Recruit.net,18
8988,37,1,Travel_Frequently,Research & Development,10,Bachelor,Medical,1,Male,3,4,Manager,1,Divorced,17924,1,No,11,3,2,1,9,3,3,4,2,1,3,Recruit.net,28
5316,39,0,Travel_Frequently,Research & Development,2,Master,Technical Degree,3,Female,3,3,Healthcare Representative,3,Single,10938,0,No,25,3,4,0,20,1,3,19,6,11,8,Adzuna,19
6369,32,0,Travel_Frequently,Research & Development,24,Master,Life Sciences,1,Female,3,3,Healthcare Representative,3,Single,10938,0,No,25,4,4,0,20,1,3,19,6,11,8,Adzuna,12
3135,29,0,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2340,1,No,19,4,1,0,6,1,3,6,5,1,5,GlassDoor,23
8634,34,0,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,1,Male,3,1,Research Scientist,4,Single,2340,1,No,19,3,1,0,6,1,3,6,5,1,5,GlassDoor,28
4926,42,0,Travel_Rarely,Research & Development,17,College,Life Sciences,4,Female,4,2,Research Scientist,1,Single,6545,3,Yes,13,4,3,0,10,1,3,3,2,0,2,Company Website,32
1158,47,1,Travel_Frequently,Sales,27,College,Life Sciences,1,Female,4,2,Research Scientist,1,Single,6545,3,Yes,13,3,3,0,10,1,3,3,2,0,2,Company Website,37
4957,29,0,Travel_Rarely,Sales,20,College,Marketing,4,Male,3,2,Sales Executive,4,Divorced,6931,2,No,14,3,4,1,10,2,3,3,2,0,2,Indeed,19
7041,36,0,Non-Travel,Sales,8,Master,Life Sciences,1,Male,3,2,Sales Executive,4,Divorced,6931,2,No,14,3,4,1,10,2,3,3,2,0,2,Indeed,26
9255,25,0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Female,3,2,Manufacturing Director,3,Married,4898,0,No,12,3,4,2,5,3,3,4,2,1,2,Adzuna,20
6832,26,0,Travel_Frequently,Research & Development,1,College,Life Sciences,1,Female,3,2,Manufacturing Director,3,Married,4898,0,No,12,3,4,2,5,3,3,4,2,1,2,Adzuna,21
4736,26,0,Travel_Frequently,Research & Development,1,College,Life Sciences,1,Female,3,2,Manufacturing Director,3,Married,8392,1,No,16,3,3,1,10,2,3,10,7,0,7,Company Website,16
7850,42,0,Travel_Rarely,Research & Development,2,Bachelor,Medical,4,Female,2,1,Laboratory Technician,1,Divorced,2593,0,Yes,11,3,3,1,10,4,3,9,6,7,8,GlassDoor,32
5705,34,0,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Female,2,1,Laboratory Technician,1,Divorced,2593,0,Yes,11,3,3,1,10,4,3,9,6,7,8,GlassDoor,24
8800,40,0,Travel_Rarely,Research & Development,2,College,Medical,1,Male,3,5,Research Director,3,Divorced,19436,0,No,19,4,4,1,22,5,3,21,7,3,9,Company Website,18
4129,37,0,Travel_Rarely,Research & Development,10,Below college,Life Sciences,1,Male,3,5,Research Director,3,Divorced,19436,0,No,19,3,4,1,22,5,3,21,7,3,9,Company Website,15
3263,51,0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,3,Male,3,1,Research Scientist,4,Married,2723,1,No,11,3,2,0,1,0,2,1,0,0,0,Indeed,50
9021,38,0,Travel_Frequently,Research & Development,2,Master,Life Sciences,1,Male,3,1,Research Scientist,4,Married,2723,1,No,11,3,2,0,1,0,2,1,0,0,0,Indeed,37
8629,31,1,Travel_Frequently,Research & Development,29,College,Medical,3,Male,2,1,Laboratory Technician,2,Single,3479,0,No,11,3,2,0,6,2,4,5,4,1,4,Referral,25
1717,35,0,Travel_Rarely,Sales,8,Master,Life Sciences,1,Male,2,1,Laboratory Technician,2,Single,3479,0,No,11,3,2,0,6,2,4,5,4,1,4,Referral,29
1917,32,0,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,2,Male,4,1,Laboratory Technician,2,Married,2794,1,No,20,3,3,0,5,3,1,5,1,0,3,GlassDoor,27
7968,30,0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Male,4,1,Laboratory Technician,2,Married,2794,1,No,20,3,3,0,5,3,1,5,1,0,3,GlassDoor,25
6316,30,0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Male,4,1,Laboratory Technician,2,Married,8392,1,No,16,3,3,1,10,2,3,10,7,0,7,Company Website,20
2294,38,0,Non-Travel,Sales,2,College,Life Sciences,4,Male,2,2,Sales Executive,4,Married,5249,3,No,18,3,4,1,13,0,3,8,7,7,5,Company Website,25
2417,34,0,Travel_Rarely,Sales,8,College,Life Sciences,1,Male,2,2,Sales Executive,4,Married,5249,3,No,18,3,4,1,13,0,3,8,7,7,5,Company Website,21
9000,32,0,Travel_Rarely,Research & Development,2,Below college,Technical Degree,4,Male,2,2,Laboratory Technician,1,Single,2176,4,No,13,3,4,0,9,5,3,6,2,0,4,Company Website,23
3876,42,0,Travel_Frequently,Research & Development,8,Bachelor,Life Sciences,1,Male,2,2,Laboratory Technician,1,Single,2176,4,No,13,3,4,0,9,5,3,6,2,0,4,Company Website,33
9465,46,0,Travel_Rarely,Sales,2,Bachelor,Technical Degree,3,Female,1,4,Manager,2,Married,16872,3,Yes,12,3,2,1,28,2,2,7,7,7,7,Company Website,18
7127,28,1,Travel_Rarely,Research & Development,2,Master,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,3485,2,No,11,3,3,0,5,5,1,0,0,0,0,Company Website,23
3183,24,0,Non-Travel,Research & Development,9,Bachelor,Life Sciences,1,Male,3,1,Laboratory Technician,3,Single,3485,2,No,11,3,3,0,5,5,1,0,0,0,0,Company Website,19
5654,29,0,Travel_Rarely,Sales,2,Bachelor,Medical,1,Male,2,2,Sales Executive,2,Married,6644,2,No,19,3,2,2,10,2,3,0,0,0,0,Company Website,19
5876,52,0,Travel_Rarely,Research & Development,11,Master,Life Sciences,1,Male,2,2,Sales Executive,2,Married,6644,2,No,19,3,2,2,10,2,3,0,0,0,0,Company Website,42
4713,31,0,Travel_Rarely,Research & Development,23,Bachelor,Medical,2,Male,2,2,Healthcare Representative,4,Married,5582,0,No,21,4,2,1,10,2,3,9,0,7,8,Indeed,21
2039,29,1,Travel_Rarely,Research & Development,1,College,Life Sciences,1,Male,2,2,Healthcare Representative,4,Married,5582,0,No,21,3,2,1,10,2,3,9,0,7,8,Indeed,19
7286,25,0,Non-Travel,Research & Development,5,College,Life Sciences,2,Male,4,2,Healthcare Representative,1,Divorced,4000,1,No,12,4,4,2,6,2,3,6,3,1,5,Seek,19
4459,29,0,Travel_Rarely,Research & Development,23,College,Life Sciences,1,Male,4,2,Healthcare Representative,1,Divorced,4000,1,No,12,3,4,2,6,2,3,6,3,1,5,Seek,23
2079,45,0,Travel_Rarely,Research & Development,20,College,Medical,3,Male,3,4,Healthcare Representative,4,Married,13496,0,Yes,14,3,2,0,21,2,3,20,7,4,10,Seek,24
6578,58,1,Travel_Rarely,Research & Development,2,Master,Life Sciences,1,Male,3,4,Healthcare Representative,4,Married,13496,0,Yes,14,3,2,0,21,2,3,20,7,4,10,Seek,37
1698,45,0,Travel_Rarely,Research & Development,20,College,Medical,3,Male,2,1,Laboratory Technician,4,Divorced,2532,6,No,14,3,2,1,9,3,2,6,5,1,2,Seek,36
2319,36,0,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,4,Male,3,1,Laboratory Technician,4,Married,3210,0,No,11,3,3,1,16,4,3,15,13,10,11,Seek,20
5211,35,0,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Male,3,1,Laboratory Technician,4,Married,3210,0,No,11,3,3,1,16,4,3,15,13,10,11,Seek,19
6399,55,0,Travel_Rarely,Research & Development,1,Bachelor,Medical,4,Male,3,5,Manager,1,Single,19045,0,Yes,14,3,3,0,37,2,3,36,10,4,13,Seek,18
8894,42,0,Travel_Rarely,Research & Development,1,College,Life Sciences,1,Male,3,5,Manager,1,Single,19045,0,Yes,14,3,3,0,37,2,3,36,10,4,13,Seek,5
4358,53,0,Travel_Rarely,Research & Development,7,College,Human Resources,4,Male,3,1,Laboratory Technician,2,Married,3838,8,No,11,3,4,0,8,5,3,5,4,0,2,GlassDoor,45
3879,54,0,Travel_Frequently,Research & Development,1,Master,Human Resources,4,Male,3,3,Manufacturing Director,3,Divorced,10502,1,No,17,3,1,1,33,2,1,5,4,1,4,LinkedIn,21
3378,55,0,Travel_Rarely,Research & Development,2,Bachelor,Human Resources,4,Male,3,5,Research Director,1,Married,19038,8,No,12,3,2,3,34,2,3,1,0,0,0,Indeed,21
1167,47,1,Non-Travel,Research & Development,29,Master,Life Sciences,1,Male,3,3,Manager,2,Married,11849,1,Yes,12,3,4,1,10,2,2,10,7,9,9,GlassDoor,37
1326,32,0,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,1,Male,3,3,Manager,2,Married,11849,1,Yes,12,3,4,1,10,2,2,10,7,9,9,GlassDoor,22
7315,28,0,Travel_Rarely,Research & Development,9,Bachelor,Medical,4,Male,3,1,Research Scientist,4,Married,2070,1,No,23,3,4,1,5,3,2,5,2,0,4,Company Website,23
7893,45,0,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,3,1,Research Scientist,4,Married,2070,1,No,23,3,4,1,5,3,2,5,2,0,4,Company Website,40
7121,28,0,Travel_Rarely,Research & Development,9,Bachelor,Medical,4,Male,3,1,Research Scientist,1,Married,2559,1,Yes,13,3,4,1,10,3,2,8,2,7,6,Company Website,18
5178,37,0,Travel_Rarely,Sales,6,Master,Medical,3,Male,3,2,Sales Executive,4,Married,6502,4,No,14,4,2,1,7,5,4,5,4,0,1,Indeed,30
8682,42,0,Travel_Rarely,Research & Development,29,Bachelor,Life Sciences,1,Male,3,2,Sales Executive,4,Married,6502,4,No,14,3,2,1,7,5,4,5,4,0,1,Indeed,35
8505,21,0,Travel_Rarely,Research & Development,3,College,Medical,4,Male,2,1,Research Scientist,3,Single,3230,1,No,17,3,1,0,3,4,4,3,2,1,0,Adzuna,18
7905,38,0,Travel_Frequently,Research & Development,12,Bachelor,Life Sciences,1,Male,2,1,Research Scientist,3,Single,3230,1,No,17,3,1,0,3,4,4,3,2,1,0,Adzuna,35
9825,37,0,Non-Travel,Research & Development,1,Master,Medical,1,Female,3,3,Research Director,4,Divorced,13603,2,Yes,18,3,1,2,15,2,3,5,2,0,2,GlassDoor,22
8265,34,0,Travel_Frequently,Research & Development,16,Master,Life Sciences,1,Female,3,3,Research Director,4,Divorced,13603,2,Yes,18,4,1,2,15,2,3,5,2,0,2,GlassDoor,19
8296,35,0,Travel_Rarely,Research & Development,22,Bachelor,Life Sciences,2,Female,4,3,Manager,2,Divorced,11996,7,No,18,3,2,1,10,6,2,7,7,6,2,Company Website,25
1309,43,0,Travel_Rarely,Research & Development,14,College,Life Sciences,1,Female,4,3,Manager,2,Divorced,11996,7,No,18,3,2,1,10,6,2,7,7,6,2,Company Website,33
4360,38,0,Travel_Rarely,Sales,7,College,Medical,1,Female,4,2,Sales Executive,1,Divorced,5605,1,Yes,24,3,3,1,8,3,3,8,0,7,7,Indeed,30
2510,36,0,Travel_Rarely,Sales,1,College,Life Sciences,1,Female,4,2,Sales Executive,1,Divorced,5605,1,Yes,24,3,3,1,8,3,3,8,0,7,7,Indeed,28
1845,26,0,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,3,Female,3,2,Manufacturing Director,2,Divorced,6397,1,No,20,3,1,1,6,6,1,6,5,1,4,Jora,20
2941,32,0,Travel_Rarely,Sales,13,Master,Life Sciences,1,Female,3,2,Manufacturing Director,2,Divorced,6397,1,No,20,3,1,1,6,6,1,6,5,1,4,Jora,26
9552,26,0,Travel_Frequently,Research & Development,1,Bachelor,Human Resources,3,Female,3,2,Manufacturing Director,2,Divorced,6118,1,No,13,3,3,3,10,2,3,10,9,1,2,Company Website,16
7946,50,0,Travel_Rarely,Research & Development,4,Below college,Life Sciences,1,Male,3,5,Research Director,2,Divorced,19144,3,No,14,4,1,2,28,4,2,10,4,1,6,LinkedIn,22
9260,30,0,Travel_Frequently,Research & Development,5,Master,Life Sciences,1,Male,3,5,Research Director,2,Divorced,19144,3,No,14,3,1,2,28,4,2,10,4,1,6,LinkedIn,2
2106,53,0,Travel_Rarely,Research & Development,3,Master,Medical,3,Male,3,4,Research Director,3,Married,17584,3,Yes,16,4,4,3,21,5,2,5,3,1,3,Referral,32
7830,22,0,Travel_Rarely,Research & Development,1,College,Life Sciences,1,Male,3,4,Research Director,3,Married,17584,3,Yes,16,3,4,3,21,5,2,5,3,1,3,Referral,1
6855,42,0,Travel_Rarely,Sales,1,Below college,Life Sciences,2,Male,3,2,Sales Executive,3,Married,4907,1,No,25,3,3,0,20,3,3,20,16,11,6,Seek,22
8636,44,0,Travel_Rarely,Research & Development,8,Master,Life Sciences,1,Male,3,2,Sales Executive,3,Married,4907,1,No,25,3,3,0,20,3,3,20,16,11,6,Seek,24
8927,29,0,Travel_Frequently,Sales,2,College,Life Sciences,2,Male,3,2,Sales Executive,4,Single,4554,1,No,18,4,1,0,10,3,2,10,7,0,9,Jora,19
7502,36,0,Travel_Rarely,Human Resources,8,Bachelor,Life Sciences,1,Male,3,2,Sales Executive,4,Single,4554,1,No,18,3,1,0,10,3,2,10,7,0,9,Jora,26
6073,55,0,Travel_Rarely,Research & Development,20,College,Technical Degree,2,Male,3,2,Laboratory Technician,4,Married,5415,3,Yes,19,3,4,1,12,4,3,10,7,0,8,LinkedIn,43
1823,35,0,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,1,Male,3,2,Laboratory Technician,4,Married,5415,3,Yes,19,3,4,1,12,4,3,10,7,0,8,LinkedIn,23
1832,53,0,Travel_Rarely,Sales,1,Below college,Medical,2,Male,3,4,Manager,3,Married,17861,0,Yes,13,3,4,0,21,3,2,20,8,2,10,Seek,32
3560,54,0,Travel_Rarely,Research & Development,22,Doctor,Medical,2,Male,3,4,Manager,3,Married,17426,1,No,25,4,3,1,36,6,3,10,8,4,7,Company Website,18
6793,55,0,Travel_Rarely,Sales,26,Doctor,Medical,2,Male,3,5,Manager,4,Married,19586,1,No,21,4,3,1,36,3,3,36,6,2,13,GlassDoor,19
4270,26,0,Travel_Frequently,Research & Development,11,College,Medical,1,Male,3,2,Healthcare Representative,1,Married,4741,1,Yes,13,3,3,1,5,3,3,5,3,3,3,Recruit.net,21
6585,35,1,Travel_Frequently,Research & Development,25,Master,Life Sciences,2,Male,3,2,Healthcare Representative,1,Married,4741,1,Yes,13,3,3,1,5,3,3,5,3,3,3,Recruit.net,30
9433,37,0,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,4,Female,3,1,Research Scientist,4,Single,2115,1,No,12,3,2,0,17,3,3,17,12,5,7,Seek,20
8964,32,0,Non-Travel,Research & Development,1,Bachelor,Life Sciences,2,Female,3,1,Research Scientist,4,Single,2115,1,No,12,3,2,0,17,3,3,17,12,5,7,Seek,15
3605,44,1,Travel_Frequently,Research & Development,24,Bachelor,Life Sciences,4,Male,3,1,Laboratory Technician,3,Divorced,3161,3,Yes,22,4,4,1,19,0,1,1,0,0,0,Jora,25
6458,24,0,Non-Travel,Research & Development,4,Below college,Life Sciences,2,Male,3,1,Laboratory Technician,3,Divorced,3161,3,Yes,22,4,4,1,19,0,1,1,0,0,0,Jora,5
3570,38,0,Travel_Rarely,Research & Development,23,Master,Life Sciences,4,Male,3,2,Healthcare Representative,4,Divorced,5745,9,No,14,3,2,1,10,2,3,2,2,1,2,LinkedIn,28
8979,32,0,Travel_Frequently,Sales,5,College,Life Sciences,2,Male,3,2,Healthcare Representative,4,Divorced,5745,9,No,14,3,2,1,10,2,3,2,2,1,2,LinkedIn,22
1620,42,0,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,2,Male,3,1,Laboratory Technician,2,Divorced,2373,2,Yes,13,3,4,1,5,2,3,3,2,0,2,Recruit.net,37
2210,28,0,Travel_Rarely,Research & Development,8,College,Life Sciences,4,Female,3,1,Research Scientist,4,Single,3310,1,No,21,3,4,0,5,3,3,5,3,0,2,Seek,23
5254,31,0,Travel_Rarely,Research & Development,11,Master,Life Sciences,2,Female,3,1,Research Scientist,4,Single,3310,1,No,21,3,4,0,5,3,3,5,3,0,2,Seek,26
8722,49,0,Travel_Frequently,Research & Development,10,Master,Life Sciences,3,Female,3,5,Research Director,1,Single,18665,9,Yes,11,3,4,0,22,4,3,3,2,1,2,Jora,27
7024,53,0,Travel_Rarely,Research & Development,23,Master,Life Sciences,2,Female,3,5,Research Director,1,Single,18665,9,Yes,11,3,4,0,22,4,3,3,2,1,2,Jora,31
2243,36,0,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,3,Male,3,2,Research Scientist,2,Single,4485,4,No,12,3,4,0,10,2,3,8,0,7,7,Company Website,26
5013,43,0,Travel_Frequently,Research & Development,1,Bachelor,Life Sciences,2,Male,3,2,Research Scientist,2,Single,4485,4,No,12,4,4,0,10,2,3,8,0,7,7,Company Website,33
6565,31,0,Travel_Frequently,Sales,5,Bachelor,Marketing,4,Female,3,1,Sales Representative,2,Divorced,2789,1,No,11,4,3,1,2,5,2,2,2,2,2,Company Website,29
2373,50,0,Non-Travel,Research & Development,2,Master,Life Sciences,2,Female,3,1,Sales Representative,2,Divorced,2789,1,No,11,3,3,1,2,5,2,2,2,2,2,Company Website,48
2112,26,1,Travel_Rarely,Sales,4,Master,Marketing,4,Male,2,2,Sales Executive,4,Single,5828,1,Yes,12,3,2,0,8,0,3,8,7,7,4,Company Website,18
4208,39,0,Travel_Rarely,Human Resources,2,Bachelor,Life Sciences,2,Male,2,2,Sales Executive,4,Single,5828,1,Yes,12,3,2,0,8,0,3,8,7,7,4,Company Website,31
2527,37,0,Travel_Frequently,Research & Development,9,Bachelor,Medical,2,Male,3,1,Research Scientist,4,Married,2326,1,Yes,12,3,3,3,4,3,2,4,2,1,2,Company Website,33
6924,32,1,Travel_Rarely,Research & Development,25,Master,Life Sciences,2,Male,3,1,Research Scientist,4,Married,2326,1,Yes,12,3,3,3,4,3,2,4,2,1,2,Company Website,28
9897,37,0,Travel_Frequently,Research & Development,9,Bachelor,Medical,2,Male,3,2,Sales Executive,4,Single,4908,1,No,14,3,3,0,1,4,1,1,0,0,0,Company Website,36
2764,42,0,Travel_Frequently,Sales,26,Bachelor,Marketing,3,Female,3,4,Sales Executive,2,Married,13525,5,No,14,3,4,1,23,2,4,20,4,4,8,Company Website,19
1645,44,0,Travel_Rarely,Research & Development,9,College,Life Sciences,2,Female,3,4,Sales Executive,2,Married,13525,5,No,14,3,4,1,23,2,4,20,4,4,8,Company Website,21
6860,18,1,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,3,Male,3,1,Laboratory Technician,3,Single,1420,1,No,13,3,3,0,0,2,3,0,0,0,0,Adzuna,18
2894,58,1,Travel_Frequently,Research & Development,2,Below college,Life Sciences,2,Male,3,1,Laboratory Technician,3,Single,1420,1,No,13,3,3,0,0,2,3,0,0,0,0,Adzuna,58
9498,35,0,Travel_Rarely,Sales,16,Bachelor,Marketing,3,Male,3,3,Sales Executive,2,Married,8020,0,No,15,3,3,2,12,3,2,11,9,6,9,GlassDoor,23
5397,43,0,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,2,Male,3,3,Sales Executive,2,Married,8020,0,No,15,3,3,2,12,3,2,11,9,6,9,GlassDoor,31
8450,36,0,Travel_Frequently,Research & Development,18,Master,Life Sciences,3,Male,4,1,Laboratory Technician,4,Married,3688,4,No,18,4,4,2,4,2,3,1,0,0,0,Company Website,32
5248,36,0,Travel_Rarely,Research & Development,14,Below college,Life Sciences,2,Male,4,1,Laboratory Technician,4,Married,3688,4,No,18,3,4,2,4,2,3,1,0,0,0,Company Website,32
5516,51,0,Travel_Rarely,Research & Development,2,Bachelor,Medical,4,Male,1,2,Manufacturing Director,2,Divorced,5482,5,No,18,3,4,1,13,3,3,4,1,1,2,Indeed,38
3304,47,0,Travel_Rarely,Sales,2,Master,Life Sciences,2,Male,1,2,Manufacturing Director,2,Divorced,5482,5,No,18,3,4,1,13,3,3,4,1,1,2,Indeed,34
4148,41,0,Travel_Rarely,Sales,2,Master,Life Sciences,4,Male,3,4,Manager,2,Single,16015,1,No,19,3,2,0,22,2,3,22,10,0,4,Jora,19
9955,22,1,Travel_Rarely,Research & Development,3,Below college,Life Sciences,2,Male,3,4,Manager,2,Single,16015,1,No,19,3,2,0,22,2,3,22,10,0,4,Jora,0
5967,18,0,Travel_Rarely,Sales,10,Bachelor,Medical,4,Female,2,1,Sales Representative,3,Single,1200,1,No,12,3,1,0,0,2,3,0,0,0,0,LinkedIn,18
